name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples,l1_cache,l2_cache,l3_cache
AMD Athlon 64 FX-59,0.0,0.0,2013-05-01,939,Desktop,3000.0,0.0,1,1,1,3540,1,64.0,1024.0,0.0
AMD Athlon 64 FX-60 Dual Core,0.0,110.0,2009-02-01,939,Desktop,2600.0,0.0,1,2,1,3270,27,64.0,1024.0,0.0
AMD Athlon 64 FX-62 Dual Core,270.0,125.0,2009-02-01,AM2,Desktop,2800.0,0.0,1,2,1,3034,21,64.0,1024.0,0.0
AMD Athlon 64 FX-74,499.5,125.0,2009-03-01,F (1207),Desktop,3000.0,0.0,1,2,1,3007,2,64.0,1024.0,0.0
AMD Athlon 64 X2 3800+,0.0,89.0,2010-05-01,939,Desktop,2000.0,0.0,1,2,1,3432,2,64.0,512.0,0.0
AMD Athlon 64 X2 Dual Core 3400+,0.0,89.0,2010-10-01,754,Desktop,2200.0,0.0,1,2,1,3472,9,64.0,512.0,0.0
AMD Athlon 64 X2 Dual Core 5800+,29.95,89.0,2009-01-01,Unknown,Desktop,3000.0,0.0,1,2,1,3179,25,64.0,1024.0,0.0
AMD Athlon 64 X2 Dual Core BE-2300,0.0,45.0,2011-11-01,AM2,Desktop,1900.0,0.0,1,2,1,3400,2,64.0,512.0,0.0
AMD Athlon 64 X2 Dual Core BE-2350,0.0,45.0,2009-05-01,AM2,Desktop,2100.0,0.0,1,2,1,3425,4,64.0,512.0,0.0
AMD Athlon 64 X2 Dual-Core TK-42,0.0,20.0,2009-07-01,Unknown,Unknown,1600.0,0.0,1,2,1,3422,31,64.0,512.0,0.0
AMD Athlon 64 X2 Dual-Core TK-53,0.0,31.0,2009-02-01,Unknown,Unknown,1700.0,0.0,1,2,1,3468,61,64.0,512.0,0.0
AMD Athlon 64 X2 Dual-Core TK-57,0.0,31.0,2009-02-01,Unknown,Unknown,1900.0,0.0,1,2,1,3373,142,64.0,512.0,0.0
AMD Athlon 64 X2 QL-60,0.0,35.0,2009-03-01,S1,Laptop,1900.0,0.0,1,2,1,3459,127,64.0,512.0,0.0
AMD Athlon 64 X2 QL-62,0.0,35.0,2009-01-01,S1,Laptop,2000.0,0.0,1,2,1,3481,136,64.0,512.0,0.0
AMD Athlon 64 X2 QL-64,0.0,35.0,2009-03-01,S1,Laptop,2100.0,0.0,1,2,1,3369,153,64.0,512.0,0.0
AMD Athlon 64 X2 QL-65,22.0,35.0,2009-11-01,S1,Laptop,2100.0,0.0,1,2,1,3380,133,64.0,512.0,0.0
AMD Athlon 64 X2 QL-66,0.0,35.0,2009-10-01,S1,Laptop,2200.0,0.0,1,2,1,3349,26,64.0,512.0,0.0
AMD Athlon 64 X2 QL-67,0.0,35.0,2009-12-01,S1,Laptop,2200.0,0.0,1,2,1,3414,2,64.0,512.0,0.0
AMD Athlon 7450 Dual-Core,0.0,95.0,2009-04-01,AM2+,Desktop,2400.0,0.0,1,2,1,3190,34,64.0,1024.0,0.0
AMD Athlon 7550 Dual-Core,14.95,95.0,2009-05-01,AM2+,Desktop,2500.0,0.0,1,2,1,3107,98,64.0,1024.0,0.0
AMD Athlon 7750 Dual-Core,79.99,95.0,2009-01-01,AM2+,Desktop,2700.0,0.0,1,2,1,3029,411,64.0,1024.0,0.0
AMD Athlon 7850 Dual-Core,99.99,95.0,2009-05-01,AM2+,Desktop,2800.0,0.0,1,2,1,2947,123,64.0,1024.0,0.0
AMD Athlon Dual Core 4050e,0.0,45.0,2009-02-01,AM2,Desktop,2100.0,0.0,1,2,1,3375,39,64.0,512.0,0.0
AMD Athlon Dual Core 4450B,31.0,45.0,2009-03-01,AM2+,Desktop,2300.0,0.0,1,2,1,3261,82,64.0,512.0,0.0
AMD Athlon Dual Core 4450e,14.48,45.0,2009-02-01,AM2,Desktop,2300.0,0.0,1,2,1,3277,104,64.0,512.0,0.0
AMD Athlon Dual Core 4850B,0.0,45.0,2010-10-01,AM2+,Desktop,2500.0,0.0,1,2,1,3254,6,64.0,512.0,0.0
AMD Athlon Dual Core 4850e,39.0,45.0,2009-02-01,AM2,Desktop,2500.0,0.0,1,2,1,3196,163,64.0,512.0,0.0
AMD Athlon Dual Core 5000B,95.0,65.0,2009-05-01,AM2,Desktop,2600.0,0.0,1,2,1,3138,50,64.0,512.0,0.0
AMD Athlon Dual Core 5050e,60.0,45.0,2009-02-01,AM2,Desktop,2600.0,0.0,1,2,1,3166,102,64.0,512.0,0.0
AMD Athlon Dual Core 5200B,0.0,65.0,2009-04-01,AM2,Desktop,2700.0,0.0,1,2,1,3151,39,64.0,512.0,0.0
AMD Athlon Dual Core 5400B,0.0,65.0,2009-06-01,AM2,Desktop,2800.0,0.0,1,2,1,3145,23,64.0,512.0,0.0
AMD Athlon Dual Core 5600B,0.0,65.0,2012-03-01,AM2+,Desktop,2900.0,0.0,1,2,1,3243,4,64.0,512.0,0.0
AMD Athlon Gold 3150C,0.0,15.0,2022-07-01,FP5,"Laptop, Mobile/Embedded",2400.0,3300.0,1,2,2,1691,5,64.0,2048.0,0.0
AMD Athlon Gold 3150G,0.0,65.0,2022-01-01,AM4,Desktop,3500.0,3900.0,1,4,1,1005,23,64.0,2048.0,0.0
AMD Athlon Gold 3150U,0.0,15.0,2020-07-01,FP5,Laptop,2400.0,3300.0,1,2,2,1509,139,64.0,2048.0,0.0
AMD Athlon Gold PRO 3150G,0.0,65.0,2020-07-01,AM4,Desktop,3500.0,3900.0,1,4,1,926,3,64.0,2048.0,0.0
AMD Athlon Gold PRO 3150GE,0.0,35.0,2020-07-01,AM4,Desktop,3300.0,3800.0,1,4,1,1010,9,64.0,2048.0,0.0
AMD Athlon Gold PRO 4150GE,0.0,35.0,2022-08-01,FP6,Laptop,3300.0,3800.0,1,4,1,894,1,64.0,2048.0,0.0
AMD Athlon II 160u,29.99,20.0,2010-06-01,Unknown,Desktop,1800.0,0.0,1,1,1,3649,20,64.0,1024.0,0.0
AMD Athlon II 170u,24.0,20.0,2010-10-01,"AM2+,AM3",Desktop,2000.0,0.0,1,1,1,3671,73,64.0,1024.0,0.0
AMD Athlon II Dual-Core M300,0.0,35.0,2009-10-01,Unknown,Unknown,2000.0,0.0,1,2,1,3336,294,64.0,1024.0,0.0
AMD Athlon II Dual-Core M320,30.0,35.0,2009-11-01,Unknown,Unknown,2100.0,0.0,1,2,1,3258,233,64.0,1024.0,0.0
AMD Athlon II Dual-Core M340,0.0,35.0,2010-06-01,Unknown,Unknown,2200.0,0.0,1,2,1,3309,15,64.0,1024.0,0.0
AMD Athlon II N330 Dual-Core,0.0,35.0,2010-07-01,Unknown,Unknown,2300.0,0.0,1,2,1,3326,10,64.0,1024.0,0.0
AMD Athlon II N350 Dual-Core,0.0,35.0,2010-12-01,Unknown,Unknown,2400.0,0.0,1,2,1,3212,13,64.0,1024.0,0.0
AMD Athlon II N370 Dual-Core,0.0,35.0,2012-05-01,S1g4,Unknown,2500.0,0.0,1,2,1,3075,3,64.0,1024.0,0.0
AMD Athlon II Neo K125,0.0,12.0,2010-06-01,S1,Laptop,1700.0,0.0,1,1,1,3720,36,64.0,1024.0,0.0
AMD Athlon II Neo K145,0.0,12.0,2011-01-01,S1,Laptop,1800.0,0.0,1,1,1,3728,9,64.0,1024.0,0.0
AMD Athlon II Neo K325 Dual-Core,25.99,12.0,2010-06-01,Unknown,Laptop,1300.0,0.0,1,2,1,3578,53,64.0,1024.0,0.0
AMD Athlon II Neo K345 Dual-Core,0.0,12.0,2011-01-01,Unknown,Laptop,1400.0,0.0,1,2,1,3477,11,64.0,1024.0,0.0
AMD Athlon II Neo N36L Dual-Core,0.0,12.0,2010-12-01,Unknown,Laptop,1300.0,0.0,1,2,1,3522,25,64.0,1024.0,0.0
AMD Athlon II P320 Dual-Core,19.95,25.0,2010-06-01,Unknown,Unknown,2100.0,0.0,1,2,1,3300,559,64.0,1024.0,0.0
AMD Athlon II P340 Dual-Core,39.95,25.0,2010-10-01,S1g4,Unknown,2200.0,0.0,1,2,1,3305,474,64.0,1024.0,0.0
AMD Athlon II P360 Dual-Core,19.95,25.0,2011-02-01,S1g4,Unknown,2300.0,0.0,1,2,1,3268,257,64.0,1024.0,0.0
AMD Athlon II X2 210e,28.49,45.0,2010-12-01,AM3,Desktop,2600.0,0.0,1,2,1,2881,6,64.0,1024.0,0.0
AMD Athlon II X2 215,28.97,65.0,2009-09-01,AM3,Desktop,2700.0,0.0,1,2,1,3024,462,64.0,1024.0,0.0
AMD Athlon II X2 220,59.95,65.0,2010-06-01,AM3,Desktop,2800.0,0.0,1,2,1,2955,460,64.0,1024.0,0.0
AMD Athlon II X2 235e,97.5,45.0,2009-10-01,AM3,Desktop,2700.0,0.0,1,2,1,2911,98,64.0,1024.0,0.0
AMD Athlon II X2 240,24.95,65.0,2009-08-01,AM3,Desktop,2800.0,0.0,1,2,1,3009,661,64.0,1024.0,0.0
AMD Athlon II X2 240e,37.89,45.0,2009-12-01,AM3,Desktop,2800.0,0.0,1,2,1,2981,112,64.0,1024.0,0.0
AMD Athlon II X2 245,39.88,65.0,2009-07-01,AM2+/AM3,Desktop,2900.0,0.0,1,2,1,2937,524,64.0,1024.0,0.0
AMD Athlon II X2 245e,19.99,45.0,2011-03-01,AM3,Desktop,2900.0,0.0,1,2,1,2859,35,64.0,1024.0,0.0
AMD Athlon II X2 250,38.95,65.0,2009-06-01,AM3,Desktop,3000.0,0.0,1,2,1,2878,1700,64.0,1024.0,0.0
AMD Athlon II X2 250e,76.73,45.0,2011-06-01,AM3,Desktop,3000.0,0.0,1,2,1,2835,5,64.0,1024.0,0.0
AMD Athlon II X2 250u,24.95,25.0,2010-02-01,AM3,Desktop,1600.0,0.0,1,2,1,3402,69,64.0,1024.0,0.0
AMD Athlon II X2 255,12.55,65.0,2010-01-01,AM3,Desktop,3100.0,0.0,1,2,1,2815,400,64.0,1024.0,0.0
AMD Athlon II X2 260,37.88,65.0,2010-07-01,AM3,Desktop,3200.0,0.0,1,2,1,2883,418,64.0,1024.0,0.0
AMD Athlon II X2 260u,83.44,25.0,2010-12-01,AM3,Desktop,1800.0,0.0,1,2,1,3329,42,64.0,1024.0,0.0
AMD Athlon II X2 265,12.55,65.0,2010-11-01,AM3,Desktop,3300.0,0.0,1,2,1,2739,57,64.0,1024.0,0.0
AMD Athlon II X2 270,15.0,65.0,2011-08-01,AM3,Desktop,3400.0,0.0,1,2,1,2752,482,64.0,1024.0,0.0
AMD Athlon II X2 270u,67.67,25.0,2010-11-01,AM3,Desktop,2000.0,0.0,1,2,1,3310,4,64.0,1024.0,0.0
AMD Athlon II X2 280,76.89,65.0,2013-03-01,AM3,Unknown,3600.0,0.0,1,2,1,2673,58,64.0,1024.0,0.0
AMD Athlon II X2 4300e,0.0,13.0,2012-01-01,Unknown,Unknown,2600.0,0.0,1,2,1,2994,8,64.0,1024.0,0.0
AMD Athlon II X2 4400e,0.0,37.0,2009-09-01,Unknown,Unknown,2700.0,0.0,1,2,1,2926,43,64.0,1024.0,0.0
AMD Athlon II X2 4450e,0.0,45.0,2010-09-01,AM2,Desktop,2300.0,0.0,1,2,1,3099,2,64.0,1024.0,0.0
AMD Athlon II X2 B22,25.95,65.0,2010-01-01,AM3,Desktop,2800.0,0.0,1,2,1,2951,68,64.0,1024.0,0.0
AMD Athlon II X2 B24,24.1,65.0,2010-03-01,AM3,Desktop,3000.0,0.0,1,2,1,2897,163,64.0,1024.0,0.0
AMD Athlon II X2 B26,24.95,65.0,2011-09-01,Unknown,Unknown,3200.0,0.0,1,2,1,2788,63,64.0,1024.0,0.0
AMD Athlon II X2 B28,39.02,65.0,2012-07-01,AM3,Desktop,3400.0,0.0,1,2,1,2746,57,64.0,1024.0,0.0
AMD Athlon II X3 400e,25.49,45.0,2009-12-01,AM3,Desktop,2200.0,0.0,1,3,1,2697,33,64.0,1024.0,0.0
AMD Athlon II X3 405e,112.9,45.0,2010-03-01,AM3,Desktop,2300.0,0.0,1,3,1,2689,11,64.0,1024.0,0.0
AMD Athlon II X3 415e,75.0,45.0,2010-10-01,AM3,Desktop,2500.0,0.0,1,3,1,2612,23,64.0,1024.0,0.0
AMD Athlon II X3 420e,116.15,45.0,2011-06-01,AM3,Desktop,2600.0,0.0,1,3,1,2531,8,64.0,1024.0,0.0
AMD Athlon II X3 425,58.34,95.0,2009-08-01,AM3,Desktop,2700.0,0.0,1,3,1,2543,163,64.0,1024.0,0.0
AMD Athlon II X3 435,159.95,95.0,2009-11-01,AM3,Desktop,2900.0,0.0,1,3,1,2453,233,64.0,1024.0,0.0
AMD Athlon II X3 440,14.76,95.0,2010-02-01,AM3,Desktop,3000.0,0.0,1,3,1,2429,247,64.0,1024.0,0.0
AMD Athlon II X3 445,14.99,95.0,2010-07-01,AM3,Desktop,3100.0,0.0,1,3,1,2382,313,64.0,1024.0,0.0
AMD Athlon II X3 450,14.96,95.0,2010-11-01,AM3,Desktop,3200.0,0.0,1,3,1,2383,567,64.0,1024.0,0.0
AMD Athlon II X3 455,25.76,95.0,2010-12-01,AM3,Desktop,3300.0,0.0,1,3,1,2343,366,64.0,1024.0,0.0
AMD Athlon II X3 460,16.74,95.0,2011-08-01,AM3,Desktop,3400.0,0.0,1,3,1,2268,135,64.0,1024.0,0.0
AMD Athlon II X4 553,0.0,0.0,2011-01-01,Unknown,Unknown,3000.0,0.0,1,4,1,2028,2,64.0,1024.0,0.0
AMD Athlon II X4 555,0.0,0.0,2010-12-01,Unknown,Unknown,3200.0,0.0,1,4,1,2015,24,64.0,1024.0,0.0
AMD Athlon II X4 557,0.0,160.0,2021-07-01,AM3,Desktop,3200.0,3666.0,1,4,1,1964,1,64.0,1024.0,0.0
AMD Athlon II X4 559,0.0,0.0,2013-09-01,Unknown,Unknown,3400.0,0.0,1,4,1,1949,54,64.0,1024.0,0.0
AMD Athlon II X4 600e,19.85,45.0,2009-12-01,AM3,Desktop,2200.0,0.0,1,4,1,2436,21,128.0,2048.0,0.0
AMD Athlon II X4 605e,25.77,45.0,2009-12-01,AM3,Desktop,2300.0,0.0,1,4,1,2276,36,128.0,2048.0,0.0
AMD Athlon II X4 610e,17.03,45.0,2010-08-01,AM3,Desktop,2400.0,0.0,1,4,1,2333,57,128.0,2048.0,0.0
AMD Athlon II X4 615e,59.0,45.0,2010-12-01,AM3,Desktop,2500.0,0.0,1,4,1,2269,24,128.0,2048.0,0.0
AMD Athlon II X4 620,91.89,95.0,2009-09-01,AM3,Desktop,2600.0,0.0,1,4,1,2284,650,128.0,2048.0,0.0
AMD Athlon II X4 630,48.04,95.0,2009-08-01,AM3,Desktop,2800.0,0.0,1,4,1,2189,916,128.0,2048.0,0.0
AMD Athlon II X4 631 Quad-Core,12.31,100.0,2011-09-01,FM1,Desktop,2600.0,0.0,1,4,1,2206,220,128.0,2048.0,0.0
AMD Athlon II X4 635,17.27,95.0,2010-02-01,AM3,Desktop,2900.0,0.0,1,4,1,2174,592,128.0,2048.0,0.0
AMD Athlon II X4 638 Quad-Core,62.85,65.0,2015-04-01,FM1,Desktop,2700.0,0.0,1,4,1,2127,6,128.0,2048.0,0.0
AMD Athlon II X4 640,16.46,95.0,2010-06-01,AM3,Desktop,3000.0,0.0,1,4,1,2147,1738,128.0,2048.0,0.0
AMD Athlon II X4 641 Quad-Core,12.3,100.0,2012-03-01,FM1,Desktop,2800.0,0.0,1,4,1,2123,90,128.0,2048.0,0.0
AMD Athlon II X4 645,14.11,95.0,2010-10-01,AM3,Desktop,3100.0,0.0,1,4,1,2061,591,128.0,2048.0,0.0
AMD Athlon II X4 650,166.6,95.0,2011-08-01,Unknown,Unknown,3200.0,0.0,1,4,1,2013,63,128.0,2048.0,0.0
AMD Athlon II X4 651 Quad-Core,149.95,100.0,2012-02-01,FM1,Unknown,3000.0,0.0,1,4,1,2066,103,128.0,2048.0,0.0
AMD Athlon II X4 655,0.0,95.0,2014-01-01,AM2+ (940-pin),Unknown,3300.0,0.0,1,4,1,2211,2,128.0,2048.0,0.0
AMD Athlon L110,0.0,13.0,2009-07-01,Unknown,Unknown,1200.0,0.0,1,1,1,3877,11,64.0,512.0,0.0
AMD Athlon LE-1600,21.0,45.0,2009-03-01,AM2,Desktop,2200.0,0.0,1,1,1,3582,20,64.0,512.0,0.0
AMD Athlon LE-1620,18.0,45.0,2009-03-01,AM2,Desktop,2400.0,0.0,1,1,1,3574,34,64.0,512.0,0.0
AMD Athlon LE-1640,89.95,45.0,2009-02-01,AM2,Desktop,2700.0,0.0,1,1,1,3564,63,64.0,512.0,0.0
AMD Athlon LE-1660,0.0,45.0,2009-04-01,AM2,Desktop,2800.0,0.0,1,1,1,3579,20,64.0,512.0,0.0
AMD Athlon Neo MV-40,0.0,15.0,2009-04-01,Unknown,Unknown,1600.0,0.0,1,1,1,3755,78,64.0,512.0,0.0
AMD Athlon Neo X2 Dual Core 6850e,0.0,22.0,2009-11-01,Unknown,Unknown,1800.0,0.0,1,2,1,3546,11,128.0,1024.0,0.0
AMD Athlon Neo X2 Dual Core L325,0.0,18.0,2010-01-01,Unknown,Unknown,1500.0,0.0,1,2,1,3525,17,128.0,1024.0,0.0
AMD Athlon Neo X2 Dual Core L335,0.0,18.0,2009-08-01,Unknown,Unknown,1600.0,0.0,1,2,1,3476,44,128.0,1024.0,0.0
AMD Athlon PRO 200GE,0.0,35.0,2018-05-01,AM4,Desktop,3200.0,0.0,1,2,2,1482,36,128.0,1024.0,4096.0
AMD Athlon PRO 300GE,0.0,35.0,2019-10-01,AM4,Desktop,3400.0,0.0,1,2,2,1422,30,128.0,1024.0,4096.0
AMD Athlon Silver 3050e,0.0,6.0,2020-11-01,Unknown,Laptop,1400.0,2800.0,1,2,2,1811,31,128.0,1024.0,4096.0
AMD Athlon Silver 3050GE,0.0,35.0,2021-02-01,AM4,Laptop,3400.0,3400.0,1,2,2,1404,3,128.0,1024.0,4096.0
AMD Athlon Silver 3050U,0.0,15.0,2020-05-01,FP5,Laptop,2300.0,3200.0,1,2,1,1794,211,128.0,1024.0,4096.0
AMD Athlon Silver PRO 3125GE,0.0,35.0,2020-07-01,AM4,Desktop,3400.0,0.0,1,2,2,1388,5,128.0,1024.0,4096.0
AMD Athlon TF-20,0.0,15.0,2009-06-01,Unknown,Unknown,1600.0,0.0,1,1,1,3782,121,64.0,512.0,0.0
AMD Athlon TF-36,0.0,25.0,2010-05-01,Unknown,Unknown,2000.0,0.0,1,1,1,3673,7,64.0,512.0,0.0
AMD Athlon X2 215,0.0,65.0,2010-11-01,Unknown,Unknown,2700.0,0.0,1,2,1,2986,7,128.0,1024.0,0.0
AMD Athlon X2 240,0.0,65.0,2009-08-01,Unknown,Unknown,2800.0,0.0,1,2,1,3061,21,128.0,1024.0,0.0
AMD Athlon X2 240e,0.0,45.0,2011-07-01,Unknown,Unknown,2800.0,0.0,1,2,1,2965,2,128.0,1024.0,0.0
AMD Athlon X2 250,0.0,65.0,2009-06-01,Unknown,Unknown,3000.0,0.0,1,2,1,3113,23,128.0,1024.0,0.0
AMD Athlon X2 255,0.0,65.0,2012-01-01,AM2+/AM3,Unknown,3100.0,0.0,1,2,1,3040,2,128.0,1024.0,0.0
AMD Athlon X2 280,33.49,65.0,2014-03-01,AM3,Unknown,3600.0,0.0,1,2,1,2692,1,128.0,1024.0,0.0
AMD Athlon X2 340 Dual Core,94.97,65.0,2013-07-01,Unknown,Unknown,3200.0,3600.0,1,2,1,2702,47,128.0,1024.0,0.0
AMD Athlon X2 370K Dual Core,0.0,65.0,2013-11-01,Unknown,Unknown,4000.0,4200.0,1,1,2,2575,14,128.0,1024.0,0.0
AMD Athlon X2 450,0.0,65.0,2022-07-01,FM2+,Desktop,3500.0,3900.0,1,2,1,2712,1,128.0,1024.0,0.0
AMD Athlon X2 Dual Core 3250e,0.0,22.0,2009-10-01,Unknown,Unknown,1500.0,0.0,1,2,1,3650,40,128.0,512.0,0.0
AMD Athlon X2 Dual Core 6850e,0.0,22.0,2010-07-01,Unknown,Unknown,1800.0,0.0,1,2,1,3435,2,128.0,1024.0,0.0
AMD Athlon X2 Dual Core BE-2300,60.0,45.0,2009-02-01,AM2,Desktop,1900.0,0.0,1,2,1,3428,38,128.0,512.0,0.0
AMD Athlon X2 Dual Core BE-2350,0.0,45.0,2009-03-01,AM2,Desktop,2100.0,0.0,1,2,1,3403,26,128.0,512.0,0.0
AMD Athlon X2 Dual Core BE-2400,0.0,18.0,2009-03-01,FT1,Desktop,2300.0,0.0,1,2,1,3313,17,128.0,512.0,0.0
AMD Athlon X2 Dual Core L310,0.0,13.0,2009-10-01,S1,Laptop,1200.0,0.0,1,2,1,3629,93,128.0,1024.0,0.0
AMD Athlon X3 425,0.0,95.0,2010-02-01,Unknown,Unknown,2700.0,0.0,1,3,1,2565,2,128.0,2048.0,0.0
AMD Athlon X3 435,95.49,95.0,2009-12-01,Unknown,Unknown,2900.0,0.0,1,3,1,2391,2,128.0,2048.0,0.0
AMD Athlon X3 440,87.99,95.0,2010-03-01,Unknown,Unknown,3000.0,0.0,1,3,1,2614,2,128.0,2048.0,0.0
AMD Athlon X3 445,0.0,95.0,2011-10-01,Unknown,Unknown,3100.0,0.0,1,3,1,2489,1,128.0,2048.0,0.0
AMD Athlon X3 455,0.0,95.0,2012-10-01,AM2+/AM3,Unknown,3300.0,0.0,1,3,1,2389,4,128.0,2048.0,0.0
AMD Athlon X4 530,0.0,25.0,2021-03-01,AM1,Desktop,2000.0,0.0,1,4,1,2386,1,128.0,2048.0,0.0
AMD Athlon X4 620,64.95,95.0,2009-10-01,Unknown,Unknown,2600.0,0.0,1,4,1,2371,19,128.0,2048.0,0.0
AMD Athlon X4 640,0.0,95.0,2010-09-01,Unknown,Unknown,3000.0,0.0,1,4,1,2187,4,128.0,2048.0,0.0
AMD Athlon X4 730,0.0,65.0,2022-02-01,FM2,Desktop,2800.0,3200.0,1,2,2,2190,2,128.0,4096.0,0.0
AMD Athlon X4 740 Quad Core,12.79,65.0,2012-11-01,FM2,Desktop,3200.0,3700.0,1,2,2,1915,279,128.0,4096.0,0.0
AMD Athlon X4 750 Quad Core,94.75,65.0,2015-03-01,FM2,Desktop,3400.0,3900.0,1,4,1,2004,9,128.0,4096.0,0.0
AMD Athlon X4 750K Quad Core,190.44,100.0,2012-11-01,FM2,Unknown,3400.0,4000.0,1,2,2,1871,442,128.0,4096.0,0.0
AMD Athlon X4 760K Quad Core,15.3,100.0,2013-08-01,FM2,Desktop,3800.0,4100.0,1,2,2,1829,323,128.0,4096.0,0.0
AMD Athlon X4 830,202.32,65.0,2018-02-01,FM2+,Desktop,3000.0,34000.0,1,2,2,1837,1,128.0,4096.0,0.0
AMD Athlon X4 840,124.95,65.0,2015-01-01,FM2+,Desktop,3100.0,3800.0,1,2,2,1690,224,128.0,4096.0,0.0
AMD Athlon X4 845,59.99,65.0,2016-03-01,FM2+,Desktop,3500.0,3800.0,1,2,2,1557,397,128.0,4096.0,0.0
AMD Athlon X4 860K,68.76,95.0,2014-09-01,FM2+,Desktop,3700.0,4000.0,1,2,2,1652,1284,128.0,4096.0,0.0
AMD Athlon X4 870K,34.3,95.0,2016-03-01,FM2+,Desktop,3900.0,4100.0,1,2,2,1658,74,128.0,4096.0,0.0
AMD Athlon X4 880K,94.61,95.0,2016-04-01,FM2+,Desktop,4000.0,4200.0,1,2,2,1585,250,128.0,4096.0,0.0
AMD Athlon X4 950,29.93,65.0,2017-09-01,AM4,Desktop,3500.0,3800.0,1,4,1,1609,120,128.0,4096.0,0.0
AMD Athlon XP 1500+,0.0,0.0,2009-03-01,Unknown,Unknown,1333.0,0.0,1,1,1,3921,6,64.0,256.0,0.0
AMD Athlon XP 1600+,0.0,0.0,2009-02-01,Unknown,Unknown,1400.0,0.0,1,1,1,3914,13,64.0,256.0,0.0
AMD Athlon XP 1700+,51.25,64.0,2009-02-01,Socket A (462),Desktop,1467.0,0.0,1,1,1,3910,34,64.0,256.0,0.0
AMD Athlon XP 1800+,50.95,66.0,2009-03-01,Socket A,Desktop,1533.0,0.0,1,1,1,3880,35,64.0,256.0,0.0
AMD Athlon XP 1900+,45.8,0.0,2009-03-01,Unknown,Unknown,1600.0,0.0,1,1,1,3868,8,64.0,256.0,0.0
AMD Athlon XP 2000+,58.99,70.0,2009-02-01,Socket A,Desktop,1667.0,0.0,1,1,1,3881,53,64.0,256.0,0.0
AMD Athlon XP 2100+,63.75,0.0,2009-02-01,Unknown,Unknown,1733.0,0.0,1,1,1,3858,11,64.0,256.0,0.0
AMD Athlon XP 2200+,84.95,0.0,2009-02-01,Unknown,Unknown,1800.0,0.0,1,1,1,3855,45,64.0,256.0,0.0
AMD Athlon XP 2400+,79.99,0.0,2009-02-01,Unknown,Unknown,2000.0,0.0,1,1,1,3827,58,64.0,256.0,0.0
AMD Athlon XP 2800+,0.0,89.0,2009-01-01,754,Unknown,2250.0,0.0,1,1,1,3788,55,64.0,256.0,0.0
AMD Athlon XP 2900+,0.0,0.0,2009-04-01,Unknown,Unknown,2000.0,0.0,1,1,1,3765,3,64.0,256.0,0.0
AMD Athlon XP 3000+,79.7,62.0,2009-03-01,Socket A,Desktop,2167.0,0.0,1,1,1,3786,60,64.0,256.0,0.0
AMD Athlon XP 3100+,0.0,0.0,2009-04-01,Unknown,Unknown,2200.0,0.0,1,1,1,3754,3,64.0,256.0,0.0
AMD Athlon XP1600+,0.0,0.0,2009-11-01,Unknown,Unknown,1400.0,0.0,1,1,1,3897,2,64.0,256.0,0.0
AMD Athlon XP2400+,0.0,0.0,2009-09-01,Unknown,Unknown,2000.0,0.0,1,1,1,3810,2,64.0,256.0,0.0
AMD Athlon64 X2 Dual Core 4600+,0.0,110.0,2009-05-01,AM2,Desktop,2400.0,0.0,1,2,1,3172,2,128.0,1024.0,0.0
AMD C-30,0.0,9.0,2011-05-01,FT1,Laptop,1200.0,0.0,1,1,1,3907,6,64.0,512.0,0.0
AMD C-50,0.0,9.0,2011-01-01,FT1,Laptop,1000.0,0.0,1,2,1,3781,289,64.0,1024.0,0.0
AMD C-60,0.0,9.0,2011-10-01,Unknown,Unknown,1000.0,1333.0,1,2,1,3745,16,64.0,1024.0,0.0
AMD C-60 APU,0.0,9.0,2011-08-01,Unknown,Unknown,1000.0,1330.0,1,2,1,3712,447,64.0,1024.0,0.0
AMD C-70 APU,0.0,9.0,2012-12-01,Unknown,Unknown,1000.0,1330.0,1,2,1,3708,127,64.0,1024.0,0.0
AMD E-240,0.0,18.0,2011-02-01,FT1,Laptop,1500.0,0.0,1,1,1,3900,73,64.0,512.0,0.0
AMD E-300 APU,0.0,18.0,2011-10-01,FT1,Laptop,1300.0,0.0,1,2,1,3660,955,64.0,512.0,0.0
AMD E-350,0.0,18.0,2011-01-01,FT1,"Desktop, Laptop",1600.0,0.0,1,2,1,3577,995,64.0,1024.0,0.0
AMD E-350 APU,0.0,18.0,2012-10-01,FT1 BGA,"Desktop, Laptop",1600.0,0.0,1,2,1,3573,44,64.0,1024.0,0.0
AMD E-350D APU,0.0,18.0,2013-03-01,Unknown,Unknown,1600.0,0.0,1,2,1,3513,41,64.0,1024.0,0.0
AMD E-450 APU,0.0,18.0,2011-08-01,FT1,Laptop,1650.0,0.0,1,2,1,3567,1221,64.0,1024.0,0.0
AMD E1 Micro-6200T APU,0.0,3.95,2014-10-01,FT3b,Laptop,1000.0,1400.0,1,2,1,3386,1,64.0,1024.0,0.0
AMD E1-1200 APU,0.0,18.0,2012-08-01,FT1,Laptop,1400.0,0.0,1,2,1,3634,692,64.0,1024.0,0.0
AMD E1-1500 APU,0.0,18.0,2013-03-01,FT1,Laptop,1480.0,0.0,1,2,1,3616,206,64.0,1024.0,0.0
